aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
159,152.3,2023-01-20:23,3.3,83,45.7,34.25,16.3,2023-01-21T04:30:00,2023-01-20T23:00:00,1674255600
181,152.7,2023-01-20:22,3.7,80,44.3,33.25,15.7,2023-01-21T03:30:00,2023-01-20T22:00:00,1674252000
193,153,2023-01-20:21,4,77,43,32.25,15,2023-01-21T02:30:00,2023-01-20T21:00:00,1674248400
179,155.7,2023-01-20:20,4.7,77.7,43.7,32.75,15.3,2023-01-21T01:30:00,2023-01-20T20:00:00,1674244800
181,158.3,2023-01-20:19,5.3,78.3,44.3,33.25,15.7,2023-01-21T00:30:00,2023-01-20T19:00:00,1674241200
173,161,2023-01-20:18,6,79,45,33.75,16,2023-01-20T23:30:00,2023-01-20T18:00:00,1674237600
169,158.3,2023-01-20:17,6,82,46.7,35,14.3,2023-01-20T22:30:00,2023-01-20T17:00:00,1674234000
167,155.7,2023-01-20:16,6,85,48.3,36.25,12.7,2023-01-20T21:30:00,2023-01-20T16:00:00,1674230400
165,153,2023-01-20:15,6,88,50,37.5,11,2023-01-20T20:30:00,2023-01-20T15:00:00,1674226800
168,144.7,2023-01-20:14,4.7,98,52,39,11,2023-01-20T19:30:00,2023-01-20T14:00:00,1674223200
153,136.3,2023-01-20:13,3.3,108,54,40.5,11,2023-01-20T18:30:00,2023-01-20T13:00:00,1674219600
134,128,2023-01-20:12,2,118,56,48,11,2023-01-20T17:30:00,2023-01-20T12:00:00,1674216000
150,128,2023-01-20:11,1.7,120.7,57.7,54,12,2023-01-20T16:30:00,2023-01-20T11:00:00,1674212400
121,128,2023-01-20:10,1.3,123.3,59.3,43,13,2023-01-20T15:30:00,2023-01-20T10:00:00,1674208800
126,128,2023-01-20:09,1,126,61,45,14,2023-01-20T14:30:00,2023-01-20T09:00:00,1674205200
129,128,2023-01-20:08,1,125.3,62.3,46,14.3,2023-01-20T13:30:00,2023-01-20T08:00:00,1674201600
129,128,2023-01-20:07,1,124.7,63.7,46,14.7,2023-01-20T12:30:00,2023-01-20T07:00:00,1674198000
150,128,2023-01-20:06,1,124,65,54,15,2023-01-20T11:30:00,2023-01-20T06:00:00,1674194400
153,146.7,2023-01-20:05,3.3,107.7,63.3,58,14,2023-01-20T10:30:00,2023-01-20T05:00:00,1674190800
176,165.3,2023-01-20:04,5.7,91.3,61.7,46.25,13,2023-01-20T09:30:00,2023-01-20T04:00:00,1674187200
196,184,2023-01-20:03,8,75,60,45,12,2023-01-20T08:30:00,2023-01-20T03:00:00,1674183600
175,174.3,2023-01-20:02,6.7,72.3,57.7,43.25,11.7,2023-01-20T07:30:00,2023-01-20T02:00:00,1674180000
167,164.7,2023-01-20:01,5.3,69.7,55.3,41.5,11.3,2023-01-20T06:30:00,2023-01-20T01:00:00,1674176400
155,155,2023-01-20:00,4,67,53,39.75,11,2023-01-20T05:30:00,2023-01-20T00:00:00,1674172800
155,150.3,2023-01-19:23,4,69,52,39,10.7,2023-01-20T04:30:00,2023-01-19T23:00:00,1674169200
142,145.7,2023-01-19:22,4,71,51,51,10.3,2023-01-20T03:30:00,2023-01-19T22:00:00,1674165600
145,141,2023-01-19:21,4,73,50,37.5,10,2023-01-20T02:30:00,2023-01-19T21:00:00,1674162000
163,143,2023-01-19:20,4.3,75.7,51.3,38.5,11.3,2023-01-20T01:30:00,2023-01-19T20:00:00,1674158400
168,145,2023-01-19:19,4.7,78.3,52.7,39.5,12.7,2023-01-20T00:30:00,2023-01-19T19:00:00,1674154800
187,147,2023-01-19:18,5,81,54,40.5,14,2023-01-19T23:30:00,2023-01-19T18:00:00,1674151200
177,144,2023-01-19:17,5,85,54.3,40.75,15,2023-01-19T22:30:00,2023-01-19T17:00:00,1674147600
175,141,2023-01-19:16,5,89,54.7,41,16,2023-01-19T21:30:00,2023-01-19T16:00:00,1674144000
161,138,2023-01-19:15,5,93,55,41.25,17,2023-01-19T20:30:00,2023-01-19T15:00:00,1674140400
152,132,2023-01-19:14,4,102.3,54.3,40.75,17.3,2023-01-19T19:30:00,2023-01-19T14:00:00,1674136800
127,126,2023-01-19:13,3,111.7,53.7,45.33,17.7,2023-01-19T18:30:00,2023-01-19T13:00:00,1674133200
102,120,2023-01-19:12,2,121,53,36,18,2023-01-19T17:30:00,2023-01-19T12:00:00,1674129600
100,119,2023-01-19:11,1.7,123,52,35.33,18.3,2023-01-19T16:30:00,2023-01-19T11:00:00,1674126000
99,118,2023-01-19:10,1.3,125,51,34.67,18.7,2023-01-19T15:30:00,2023-01-19T10:00:00,1674122400
98,117,2023-01-19:09,1,127,50,34,19,2023-01-19T14:30:00,2023-01-19T09:00:00,1674118800
98,117,2023-01-19:08,1,126,50.3,34,20.3,2023-01-19T13:30:00,2023-01-19T08:00:00,1674115200
98,117,2023-01-19:07,1,125,50.7,34,21.7,2023-01-19T12:30:00,2023-01-19T07:00:00,1674111600
98,117,2023-01-19:06,1,124,51,34,23,2023-01-19T11:30:00,2023-01-19T06:00:00,1674108000
153,129.7,2023-01-19:05,2.7,105,49.7,37.25,18.7,2023-01-19T10:30:00,2023-01-19T05:00:00,1674104400
164,142.3,2023-01-19:04,4.3,86,48.3,36.25,14.3,2023-01-19T09:30:00,2023-01-19T04:00:00,1674100800
164,155,2023-01-19:03,6,67,47,35.25,10,2023-01-19T08:30:00,2023-01-19T03:00:00,1674097200
153,146,2023-01-19:02,5,67.7,44.3,33.25,9.7,2023-01-19T07:30:00,2023-01-19T02:00:00,1674093600
157,137,2023-01-19:01,4,68.3,41.7,31.25,9.3,2023-01-19T06:30:00,2023-01-19T01:00:00,1674090000
78,128,2023-01-19:00,3,69,39,25,9,2023-01-19T05:30:00,2023-01-19T00:00:00,1674086400
148,129.3,2023-01-18:23,3,69.3,37.7,28.25,9.3,2023-01-19T04:30:00,2023-01-18T23:00:00,1674082800
145,130.7,2023-01-18:22,3,69.7,36.3,27.25,9.7,2023-01-19T03:30:00,2023-01-18T22:00:00,1674079200
148,132,2023-01-18:21,3,70,35,26.25,10,2023-01-19T02:30:00,2023-01-18T21:00:00,1674075600
150,137,2023-01-18:20,3.7,74,36,27,12,2023-01-19T01:30:00,2023-01-18T20:00:00,1674072000
134,142,2023-01-18:19,4.3,78,37,27.75,14,2023-01-19T00:30:00,2023-01-18T19:00:00,1674068400
148,147,2023-01-18:18,5,82,38,28.5,16,2023-01-18T23:30:00,2023-01-18T18:00:00,1674064800
139,144.7,2023-01-18:17,5,87,38.7,29,17.3,2023-01-18T22:30:00,2023-01-18T17:00:00,1674061200
157,142.3,2023-01-18:16,5,92,39.3,29.5,18.7,2023-01-18T21:30:00,2023-01-18T16:00:00,1674057600
153,140,2023-01-18:15,5,97,40,30,20,2023-01-18T20:30:00,2023-01-18T15:00:00,1674054000
148,133,2023-01-18:14,4,104.7,38,28.5,19.7,2023-01-18T19:30:00,2023-01-18T14:00:00,1674050400
123,126,2023-01-18:13,3,112.3,36,27,19.3,2023-01-18T18:30:00,2023-01-18T13:00:00,1674046800
98,119,2023-01-18:12,2,120,34,34,19,2023-01-18T17:30:00,2023-01-18T12:00:00,1674043200
112,115.3,2023-01-18:11,1.7,121.7,32.7,24.5,18,2023-01-18T16:30:00,2023-01-18T11:00:00,1674039600
107,111.7,2023-01-18:10,1.3,123.3,31.3,23.5,17,2023-01-18T15:30:00,2023-01-18T10:00:00,1674036000
102,108,2023-01-18:09,1,125,30,22.5,16,2023-01-18T14:30:00,2023-01-18T09:00:00,1674032400
104,105,2023-01-18:08,1,119,28,21,13.3,2023-01-18T13:30:00,2023-01-18T08:00:00,1674028800
104,102,2023-01-18:07,1,113,26,19.5,10.7,2023-01-18T12:30:00,2023-01-18T07:00:00,1674025200
112,99,2023-01-18:06,1,107,24,18,8,2023-01-18T11:30:00,2023-01-18T06:00:00,1674021600
115,109.7,2023-01-18:05,2,92,27.3,20.5,8,2023-01-18T10:30:00,2023-01-18T05:00:00,1674018000
153,120.3,2023-01-18:04,3,77,30.7,23,8,2023-01-18T09:30:00,2023-01-18T04:00:00,1674014400
72,131,2023-01-18:03,4,62,34,22,8,2023-01-18T08:30:00,2023-01-18T03:00:00,1674010800
70,127.3,2023-01-18:02,3.7,62.7,33,21.33,8.3,2023-01-18T07:30:00,2023-01-18T02:00:00,1674007200
69,123.7,2023-01-18:01,3.3,63.3,32,20.67,8.7,2023-01-18T06:30:00,2023-01-18T01:00:00,1674003600
67,120,2023-01-18:00,3,64,31,20,9,2023-01-18T05:30:00,2023-01-18T00:00:00,1674000000
66,120.7,2023-01-17:23,3,64.7,30.3,19.33,9,2023-01-18T04:30:00,2023-01-17T23:00:00,1673996400
64,121.3,2023-01-17:22,3,65.3,29.7,18.67,9,2023-01-18T03:30:00,2023-01-17T22:00:00,1673992800
63,122,2023-01-17:21,3,66,29,18,9,2023-01-18T02:30:00,2023-01-17T21:00:00,1673989200
65,126,2023-01-17:20,3.7,69.7,30.3,19,10.3,2023-01-18T01:30:00,2023-01-17T20:00:00,1673985600
67,130,2023-01-17:19,4.3,73.3,31.7,20,11.7,2023-01-18T00:30:00,2023-01-17T19:00:00,1673982000
69,134,2023-01-17:18,5,77,33,21,13,2023-01-17T23:30:00,2023-01-17T18:00:00,1673978400
72,133.3,2023-01-17:17,5,82.3,34.3,22.33,13.3,2023-01-17T22:30:00,2023-01-17T17:00:00,1673974800
75,132.7,2023-01-17:16,5,87.7,35.7,23.67,13.7,2023-01-17T21:30:00,2023-01-17T16:00:00,1673971200
78,132,2023-01-17:15,5,93,37,25,14,2023-01-17T20:30:00,2023-01-17T15:00:00,1673967600
74,124,2023-01-17:14,4,100.3,34.3,23.33,14,2023-01-17T19:30:00,2023-01-17T14:00:00,1673964000
71,116,2023-01-17:13,3,107.7,31.7,21.67,14,2023-01-17T18:30:00,2023-01-17T13:00:00,1673960400
67,108,2023-01-17:12,2,115,29,20,14,2023-01-17T17:30:00,2023-01-17T12:00:00,1673956800
69,107,2023-01-17:11,1.7,119,30.3,20.67,14,2023-01-17T16:30:00,2023-01-17T11:00:00,1673953200
70,106,2023-01-17:10,1.3,123,31.7,21.33,14,2023-01-17T15:30:00,2023-01-17T10:00:00,1673949600
72,105,2023-01-17:09,1,127,33,22,14,2023-01-17T14:30:00,2023-01-17T09:00:00,1673946000
70,104.7,2023-01-17:08,1,124.3,32,21.33,13.7,2023-01-17T13:30:00,2023-01-17T08:00:00,1673942400
69,104.3,2023-01-17:07,1,121.7,31,20.67,13.3,2023-01-17T12:30:00,2023-01-17T07:00:00,1673938800
67,104,2023-01-17:06,1,119,30,20,13,2023-01-17T11:30:00,2023-01-17T06:00:00,1673935200
70,112.7,2023-01-17:05,2.3,104,32,21.33,12.3,2023-01-17T10:30:00,2023-01-17T05:00:00,1673931600
73,121.3,2023-01-17:04,3.7,89,34,22.67,11.7,2023-01-17T09:30:00,2023-01-17T04:00:00,1673928000
76,130,2023-01-17:03,5,74,36,24,11,2023-01-17T08:30:00,2023-01-17T03:00:00,1673924400
77,127,2023-01-17:02,4.7,72.7,36.7,24.67,11.3,2023-01-17T07:30:00,2023-01-17T02:00:00,1673920800
79,124,2023-01-17:01,4.3,71.3,37.3,25.33,11.7,2023-01-17T06:30:00,2023-01-17T01:00:00,1673917200
80,121,2023-01-17:00,4,70,38,26,12,2023-01-17T05:30:00,2023-01-17T00:00:00,1673913600
77,118,2023-01-16:23,3.7,69.7,35.7,24.33,12,2023-01-17T04:30:00,2023-01-16T23:00:00,1673910000
73,115,2023-01-16:22,3.3,69.3,33.3,22.67,12,2023-01-17T03:30:00,2023-01-16T22:00:00,1673906400
69,112,2023-01-16:21,3,69,31,21,12,2023-01-17T02:30:00,2023-01-16T21:00:00,1673902800
72,120,2023-01-16:20,4,71.7,32.7,22,13.7,2023-01-17T01:30:00,2023-01-16T20:00:00,1673899200
74,128,2023-01-16:19,5,74.3,34.3,23,15.3,2023-01-17T00:30:00,2023-01-16T19:00:00,1673895600
76,136,2023-01-16:18,6,77,36,24,17,2023-01-16T23:30:00,2023-01-16T18:00:00,1673892000
78,140.7,2023-01-16:17,6.3,83.7,37.3,25,18,2023-01-16T22:30:00,2023-01-16T17:00:00,1673888400
80,145.3,2023-01-16:16,6.7,90.3,38.7,26,19,2023-01-16T21:30:00,2023-01-16T16:00:00,1673884800
82,150,2023-01-16:15,7,97,40,27,20,2023-01-16T20:30:00,2023-01-16T15:00:00,1673881200
82,144,2023-01-16:14,5.7,106.7,39.3,26.67,20.3,2023-01-16T19:30:00,2023-01-16T14:00:00,1673877600
81,138,2023-01-16:13,4.3,116.3,38.7,26.33,20.7,2023-01-16T18:30:00,2023-01-16T13:00:00,1673874000
80,132,2023-01-16:12,3,126,38,26,21,2023-01-16T17:30:00,2023-01-16T12:00:00,1673870400
79,130.7,2023-01-16:11,2.3,131.7,37.3,25.33,22,2023-01-16T16:30:00,2023-01-16T11:00:00,1673866800
77,129.3,2023-01-16:10,1.7,137.3,36.7,24.67,23,2023-01-16T15:30:00,2023-01-16T10:00:00,1673863200
79,128,2023-01-16:09,1,143,36,24,24,2023-01-16T14:30:00,2023-01-16T09:00:00,1673859600
75,127.7,2023-01-16:08,1,140.3,35,23.67,23.7,2023-01-16T13:30:00,2023-01-16T08:00:00,1673856000
74,127.3,2023-01-16:07,1,137.7,34,23.33,23.3,2023-01-16T12:30:00,2023-01-16T07:00:00,1673852400
74,127,2023-01-16:06,1,135,33,23,23,2023-01-16T11:30:00,2023-01-16T06:00:00,1673848800
75,135.3,2023-01-16:05,2.7,117.3,34.3,23.67,20.7,2023-01-16T10:30:00,2023-01-16T05:00:00,1673845200
77,143.7,2023-01-16:04,4.3,99.7,35.7,24.33,18.3,2023-01-16T09:30:00,2023-01-16T04:00:00,1673841600
78,152,2023-01-16:03,6,82,37,25,16,2023-01-16T08:30:00,2023-01-16T03:00:00,1673838000
77,146,2023-01-16:02,5,81.3,36,24.33,16.3,2023-01-16T07:30:00,2023-01-16T02:00:00,1673834400
75,140,2023-01-16:01,4,80.7,35,23.67,16.7,2023-01-16T06:30:00,2023-01-16T01:00:00,1673830800
74,134,2023-01-16:00,3,80,34,23,17,2023-01-16T05:30:00,2023-01-16T00:00:00,1673827200
72,136.3,2023-01-15:23,3,80,33,22.33,17.3,2023-01-16T04:30:00,2023-01-15T23:00:00,1673823600
71,138.7,2023-01-15:22,3,80,32,21.67,17.7,2023-01-16T03:30:00,2023-01-15T22:00:00,1673820000
69,141,2023-01-15:21,3,80,31,21,18,2023-01-16T02:30:00,2023-01-15T21:00:00,1673816400
72,149.7,2023-01-15:20,4,84.3,33,22.33,21,2023-01-16T01:30:00,2023-01-15T20:00:00,1673812800
75,158.3,2023-01-15:19,5,88.7,35,23.67,24,2023-01-16T00:30:00,2023-01-15T19:00:00,1673809200
78,167,2023-01-15:18,6,93,37,25,27,2023-01-15T23:30:00,2023-01-15T18:00:00,1673805600
82,171,2023-01-15:17,6,98.7,40,27,28.7,2023-01-15T22:30:00,2023-01-15T17:00:00,1673802000
87,175,2023-01-15:16,6,104.3,43,29,30.3,2023-01-15T21:30:00,2023-01-15T16:00:00,1673798400
91,179,2023-01-15:15,6,110,46,31,32,2023-01-15T20:30:00,2023-01-15T15:00:00,1673794800
92,172.3,2023-01-15:14,5,120.3,46.7,31.67,33,2023-01-15T19:30:00,2023-01-15T14:00:00,1673791200
94,165.7,2023-01-15:13,4,130.7,47.3,32.33,34,2023-01-15T18:30:00,2023-01-15T13:00:00,1673787600
95,159,2023-01-15:12,3,141,48,33,35,2023-01-15T17:30:00,2023-01-15T12:00:00,1673784000
100,160.7,2023-01-15:11,2.3,145,51.3,35.33,36,2023-01-15T16:30:00,2023-01-15T11:00:00,1673780400
106,162.3,2023-01-15:10,1.7,149,54.7,37.67,37,2023-01-15T15:30:00,2023-01-15T10:00:00,1673776800
112,164,2023-01-15:09,1,153,58,40,38,2023-01-15T14:30:00,2023-01-15T09:00:00,1673773200
111,162.7,2023-01-15:08,1,151,57.3,39.33,38.3,2023-01-15T13:30:00,2023-01-15T08:00:00,1673769600
109,161.3,2023-01-15:07,1,149,56.7,38.67,38.7,2023-01-15T12:30:00,2023-01-15T07:00:00,1673766000
107,160,2023-01-15:06,1,147,56,38,39,2023-01-15T11:30:00,2023-01-15T06:00:00,1673762400
112,183.3,2023-01-15:05,3.7,129.3,58.7,40,36,2023-01-15T10:30:00,2023-01-15T05:00:00,1673758800
118,206.7,2023-01-15:04,6.3,111.7,61.3,42,33,2023-01-15T09:30:00,2023-01-15T04:00:00,1673755200
123,230,2023-01-15:03,9,94,64,44,30,2023-01-15T08:30:00,2023-01-15T03:00:00,1673751600
120,220.7,2023-01-15:02,8,90.7,62.7,42.67,30,2023-01-15T07:30:00,2023-01-15T02:00:00,1673748000
116,211.3,2023-01-15:01,7,87.3,61.3,41.33,30,2023-01-15T06:30:00,2023-01-15T01:00:00,1673744400
112,202,2023-01-15:00,6,84,60,40,30,2023-01-15T05:30:00,2023-01-15T00:00:00,1673740800
111,204.7,2023-01-14:23,6.7,85.7,58.7,39.33,30.7,2023-01-15T04:30:00,2023-01-14T23:00:00,1673737200
109,207.3,2023-01-14:22,7.3,87.3,57.3,38.67,31.3,2023-01-15T03:30:00,2023-01-14T22:00:00,1673733600
107,210,2023-01-14:21,8,89,56,38,32,2023-01-15T02:30:00,2023-01-14T21:00:00,1673730000
105,205.3,2023-01-14:20,7.3,92.7,55,37.33,32.7,2023-01-15T01:30:00,2023-01-14T20:00:00,1673726400
103,200.7,2023-01-14:19,6.7,96.3,54,36.67,33.3,2023-01-15T00:30:00,2023-01-14T19:00:00,1673722800
102,196,2023-01-14:18,6,100,53,36,34,2023-01-14T23:30:00,2023-01-14T18:00:00,1673719200
101,191.7,2023-01-14:17,5.7,103.3,52.3,35.67,32.7,2023-01-14T22:30:00,2023-01-14T17:00:00,1673715600
100,187.3,2023-01-14:16,5.3,106.7,51.7,35.33,31.3,2023-01-14T21:30:00,2023-01-14T16:00:00,1673712000
100,183,2023-01-14:15,5,110,51,35,30,2023-01-14T20:30:00,2023-01-14T15:00:00,1673708400
98,175.7,2023-01-14:14,4.3,119,49.7,34,30.3,2023-01-14T19:30:00,2023-01-14T14:00:00,1673704800
95,168.3,2023-01-14:13,3.7,128,48.3,33,30.7,2023-01-14T18:30:00,2023-01-14T13:00:00,1673701200
93,161,2023-01-14:12,3,137,47,32,31,2023-01-14T17:30:00,2023-01-14T12:00:00,1673697600
98,159,2023-01-14:11,2.3,143,50.3,34.33,32.3,2023-01-14T16:30:00,2023-01-14T11:00:00,1673694000
103,157,2023-01-14:10,1.7,149,53.7,36.67,33.7,2023-01-14T15:30:00,2023-01-14T10:00:00,1673690400
110,155,2023-01-14:09,1,155,57,39,35,2023-01-14T14:30:00,2023-01-14T09:00:00,1673686800
107,156.7,2023-01-14:08,1,152.7,55.7,38,35.7,2023-01-14T13:30:00,2023-01-14T08:00:00,1673683200
104,158.3,2023-01-14:07,1,150.3,54.3,37,36.3,2023-01-14T12:30:00,2023-01-14T07:00:00,1673679600
102,160,2023-01-14:06,1,148,53,36,37,2023-01-14T11:30:00,2023-01-14T06:00:00,1673676000
103,181,2023-01-14:05,3.3,125.7,54.3,36.67,33,2023-01-14T10:30:00,2023-01-14T05:00:00,1673672400
105,202,2023-01-14:04,5.7,103.3,55.7,37.33,29,2023-01-14T09:30:00,2023-01-14T04:00:00,1673668800
107,223,2023-01-14:03,8,81,57,38,25,2023-01-14T08:30:00,2023-01-14T03:00:00,1673665200
102,212,2023-01-14:02,6.7,82.7,54.3,36,25.3,2023-01-14T07:30:00,2023-01-14T02:00:00,1673661600
98,201,2023-01-14:01,5.3,84.3,51.7,34,25.7,2023-01-14T06:30:00,2023-01-14T01:00:00,1673658000
93,190,2023-01-14:00,4,86,49,32,26,2023-01-14T05:30:00,2023-01-14T00:00:00,1673654400
92,187.7,2023-01-13:23,3.7,87,48,31.33,26.7,2023-01-14T04:30:00,2023-01-13T23:00:00,1673650800
90,185.3,2023-01-13:22,3.3,88,47,30.67,27.3,2023-01-14T03:30:00,2023-01-13T22:00:00,1673647200
89,183,2023-01-13:21,3,89,46,30,28,2023-01-14T02:30:00,2023-01-13T21:00:00,1673643600
130,185.7,2023-01-13:20,3.7,91.7,47.3,46.67,30.3,2023-01-14T01:30:00,2023-01-13T20:00:00,1673640000
161,188.3,2023-01-13:19,4.3,94.3,48.7,36.5,32.7,2023-01-14T00:30:00,2023-01-13T19:00:00,1673636400
183,191,2023-01-13:18,5,97,50,37.5,35,2023-01-13T23:30:00,2023-01-13T18:00:00,1673632800
201,188,2023-01-13:17,5,101.3,50,37.5,35.3,2023-01-13T22:30:00,2023-01-13T17:00:00,1673629200
195,185,2023-01-13:16,5,105.7,50,37.5,35.7,2023-01-13T21:30:00,2023-01-13T16:00:00,1673625600
179,182,2023-01-13:15,5,110,50,37.5,36,2023-01-13T20:30:00,2023-01-13T15:00:00,1673622000
169,177.3,2023-01-13:14,4.7,121.3,49.7,37.25,37,2023-01-13T19:30:00,2023-01-13T14:00:00,1673618400
164,172.7,2023-01-13:13,4.3,132.7,49.3,37,38,2023-01-13T18:30:00,2023-01-13T13:00:00,1673614800
171,168,2023-01-13:12,4,144,49,36.75,39,2023-01-13T17:30:00,2023-01-13T12:00:00,1673611200
192,166.3,2023-01-13:11,3,150.7,51.3,38.5,40.7,2023-01-13T16:30:00,2023-01-13T11:00:00,1673607600
159,164.7,2023-01-13:10,2,157.3,53.7,40.25,42.3,2023-01-13T15:30:00,2023-01-13T10:00:00,1673604000
157,163,2023-01-13:09,1,164,56,42,44,2023-01-13T14:30:00,2023-01-13T09:00:00,1673600400
159,165,2023-01-13:08,1,158.7,53.7,40.25,43,2023-01-13T13:30:00,2023-01-13T08:00:00,1673596800
157,167,2023-01-13:07,1,153.3,51.3,38.5,42,2023-01-13T12:30:00,2023-01-13T07:00:00,1673593200
163,169,2023-01-13:06,1,148,49,36.75,41,2023-01-13T11:30:00,2023-01-13T06:00:00,1673589600
168,213,2023-01-13:05,5,123.7,54.3,40.75,37,2023-01-13T10:30:00,2023-01-13T05:00:00,1673586000
199,257,2023-01-13:04,9,99.3,59.7,44.75,33,2023-01-13T09:30:00,2023-01-13T04:00:00,1673582400
220,301,2023-01-13:03,13,75,65,48.75,29,2023-01-13T08:30:00,2023-01-13T03:00:00,1673578800
276,294.3,2023-01-13:02,13.3,72.7,64.7,48.5,30,2023-01-13T07:30:00,2023-01-13T02:00:00,1673575200
269,287.7,2023-01-13:01,13.7,70.3,64.3,48.25,31,2023-01-13T06:30:00,2023-01-13T01:00:00,1673571600
223,281,2023-01-13:00,14,68,64,48,32,2023-01-13T05:30:00,2023-01-13T00:00:00,1673568000
223,256.3,2023-01-12:23,11.7,75,61.3,46,32.7,2023-01-13T04:30:00,2023-01-12T23:00:00,1673564400
254,231.7,2023-01-12:22,9.3,82,58.7,44,33.3,2023-01-13T03:30:00,2023-01-12T22:00:00,1673560800
209,207,2023-01-12:21,7,89,56,42,34,2023-01-13T02:30:00,2023-01-12T21:00:00,1673557200
219,203,2023-01-12:20,7,91.7,56.3,42.25,34,2023-01-13T01:30:00,2023-01-12T20:00:00,1673553600
185,199,2023-01-12:19,7,94.3,56.7,42.5,34,2023-01-13T00:30:00,2023-01-12T19:00:00,1673550000
183,195,2023-01-12:18,7,97,57,42.75,34,2023-01-12T23:30:00,2023-01-12T18:00:00,1673546400
179,190,2023-01-12:17,7,99.3,55,41.25,32.7,2023-01-12T22:30:00,2023-01-12T17:00:00,1673542800
180,185,2023-01-12:16,7,101.7,53,39.75,31.3,2023-01-12T21:30:00,2023-01-12T16:00:00,1673539200
189,180,2023-01-12:15,7,104,51,38.25,30,2023-01-12T20:30:00,2023-01-12T15:00:00,1673535600
180,174.3,2023-01-12:14,6,116,48.7,36.5,33,2023-01-12T19:30:00,2023-01-12T14:00:00,1673532000
165,168.7,2023-01-12:13,5,128,46.3,34.75,36,2023-01-12T18:30:00,2023-01-12T13:00:00,1673528400
150,163,2023-01-12:12,4,140,44,33,39,2023-01-12T17:30:00,2023-01-12T12:00:00,1673524800
139,160.7,2023-01-12:11,3,148.3,45,33.75,41,2023-01-12T16:30:00,2023-01-12T11:00:00,1673521200
139,158.3,2023-01-12:10,2,156.7,46,34.5,43,2023-01-12T15:30:00,2023-01-12T10:00:00,1673517600
134,156,2023-01-12:09,1,165,47,35.25,45,2023-01-12T14:30:00,2023-01-12T09:00:00,1673514000
150,157,2023-01-12:08,1.3,160.7,45.3,34,44.3,2023-01-12T13:30:00,2023-01-12T08:00:00,1673510400
156,158,2023-01-12:07,1.7,156.3,43.7,32.75,43.7,2023-01-12T12:30:00,2023-01-12T07:00:00,1673506800
175,159,2023-01-12:06,2,152,42,31.5,43,2023-01-12T11:30:00,2023-01-12T06:00:00,1673503200
185,200,2023-01-12:05,6,128.7,47.3,35.5,39,2023-01-12T10:30:00,2023-01-12T05:00:00,1673499600
224,241,2023-01-12:04,10,105.3,52.7,39.5,35,2023-01-12T09:30:00,2023-01-12T04:00:00,1673496000
169,282,2023-01-12:03,14,82,58,43.5,31,2023-01-12T08:30:00,2023-01-12T03:00:00,1673492400
191,278,2023-01-12:02,12.7,80,59.3,44.5,32,2023-01-12T07:30:00,2023-01-12T02:00:00,1673488800
224,274,2023-01-12:01,11.3,78,60.7,45.5,33,2023-01-12T06:30:00,2023-01-12T01:00:00,1673485200
197,270,2023-01-12:00,10,76,62,46.5,34,2023-01-12T05:30:00,2023-01-12T00:00:00,1673481600
236,277.7,2023-01-11:23,12,81,63.3,47.5,37.7,2023-01-12T04:30:00,2023-01-11T23:00:00,1673478000
219,285.3,2023-01-11:22,14,86,64.7,48.5,41.3,2023-01-12T03:30:00,2023-01-11T22:00:00,1673474400
208,293,2023-01-11:21,16,91,66,49.5,45,2023-01-12T02:30:00,2023-01-11T21:00:00,1673470800
196,277.3,2023-01-11:20,15.7,94,62.3,46.75,44.3,2023-01-12T01:30:00,2023-01-11T20:00:00,1673467200
228,261.7,2023-01-11:19,15.3,97,58.7,44,43.7,2023-01-12T00:30:00,2023-01-11T19:00:00,1673463600
246,246,2023-01-11:18,15,100,55,41.25,43,2023-01-11T23:30:00,2023-01-11T18:00:00,1673460000
209,228.3,2023-01-11:17,13.3,102.7,52,39,42,2023-01-11T22:30:00,2023-01-11T17:00:00,1673456400
219,210.7,2023-01-11:16,11.7,105.3,49,36.75,41,2023-01-11T21:30:00,2023-01-11T16:00:00,1673452800
260,193,2023-01-11:15,10,108,46,34.5,40,2023-01-11T20:30:00,2023-01-11T15:00:00,1673449200
225,183.3,2023-01-11:14,8.7,120,45.3,34,45,2023-01-11T19:30:00,2023-01-11T14:00:00,1673445600
163,173.7,2023-01-11:13,7.3,132,44.7,33.5,50,2023-01-11T18:30:00,2023-01-11T13:00:00,1673442000
152,164,2023-01-11:12,6,144,44,33,55,2023-01-11T17:30:00,2023-01-11T12:00:00,1673438400
161,159,2023-01-11:11,4.3,150,44,33,60.3,2023-01-11T16:30:00,2023-01-11T11:00:00,1673434800
177,154,2023-01-11:10,2.7,156,44,33,65.7,2023-01-11T15:30:00,2023-01-11T10:00:00,1673431200
189,149,2023-01-11:09,1,162,44,33,71,2023-01-11T14:30:00,2023-01-11T09:00:00,1673427600
176,160.7,2023-01-11:08,1.3,165.3,46,34.5,79.3,2023-01-11T13:30:00,2023-01-11T08:00:00,1673424000
211,172.3,2023-01-11:07,1.7,168.7,48,36,87.7,2023-01-11T12:30:00,2023-01-11T07:00:00,1673420400
188,184,2023-01-11:06,2,172,50,37.5,96,2023-01-11T11:30:00,2023-01-11T06:00:00,1673416800
229,278.3,2023-01-11:05,9.3,140.7,59,44.25,80.7,2023-01-11T10:30:00,2023-01-11T05:00:00,1673413200
